UF,MUNICIPIO,ID_IBGE,POPULACAO_TOTAL
GO,Mossâmedes,5213905,4626
RN,Mossoró,2408003,278587
RS,Mostardas,4312500,12347
SP,Motuca,3532058,4071
GO,Mozarlândia,5214002,15199
PA,Muaná,1504901,49648
RR,Mucajaí,1400308,20006
CE,Mucambo,2309003,13999
BA,Mucugê,2921906,12712
RS,Muçum,4312609,4692
BA,Mucuri,2922003,40114
ES,Mucurici,3203601,5653
RS,Muitos Capões,4312617,2937
RS,Muliterno,4312625,1754
CE,Mulungu,2309102,11064
PB,Mulungu,2509800,8909
BA,Mulungu do Morro,2922052,13648
BA,Mundo Novo,2922102,17197
MS,Mundo Novo,5005681,20087
GO,Mundo Novo,5214051,6202
MG,Munhoz,3143807,7930
PR,Munhoz de Melo,4116307,4057
BA,Muniz Ferreira,2922201,7453
ES,Muniz Freire,3203700,18809
BA,Muquém do São Francisco,2922250,10803
ES,Muqui,3203809,14185
MG,Muriaé,3143906,108447
SE,Muribeca,2804300,8059
AL,Murici,2705507,25926
PI,Murici dos Portelas,2206696,10210
TO,Muricilândia,1713957,3501
BA,Muritiba,2922300,30180
SP,Murutinga do Sul,3532108,3748
BA,Mutuípe,2922409,20590
MG,Mutum,3144003,28749
GO,Mutunópolis,5214101,3540
MG,Muzambinho,3144102,22620
MG,Nacip Raydan,3144201,2400
SP,Nantes,3532157,2697
MG,Nanuque,3144300,35263
RS,Não-Me-Toque,4312658,18335
MG,Naque,3144359,6443
SP,Narandiba,3532207,5956
RN,Natal,2408102,784249
MG,Natalândia,3144375,3642
MG,Natércia,3144409,4805
RJ,Natividade,3303104,15551
TO,Natividade,1714203,8956
SP,Natividade da Serra,3532306,7155
PB,Natuba,2509909,8935
SC,Navegantes,4211306,96046
MS,Naviraí,5005707,53014
TO,Nazaré,1714302,4672
BA,Nazaré,2922508,28427
PE,Nazaré da Mata,2609501,32187
PI,Nazaré do Piauí,2206704,6697
SP,Nazaré Paulista,3532405,18675
MG,Nazareno,3144508,8407
PB,Nazarezinho,2510006,7394
PI,Nazária,2206720,10821
GO,Nazário,5214408,8349
SE,Neópolis,2804409,16473
MG,Nepomuceno,3144607,25757
GO,Nerópolis,5214507,34273
SP,Neves Paulista,3532504,9953
AM,Nhamundá,1303007,21251
SP,Nhandeara,3532603,9915
RS,Nicolau Vergueiro,4312674,1982
BA,Nilo Peçanha,2922607,12399
RJ,Nilópolis,3303203,155500
MA,Nina Rodrigues,2107209,14589
MG,Ninheira,3144656,10965
MS,Nioaque,5005806,13354
SP,Nipoã,3532702,4876
GO,Niquelândia,5214606,33890
RN,Nísia Floresta,2408201,34325
RJ,Niterói,3303302,516787
MT,Nobres,5105903,15796
RS,Nonoai,4312708,14074
BA,Nordestina,2922656,19711
RR,Normandia,1400407,16323
MT,Nortelândia,5106000,5890
SE,Nossa Senhora Aparecida,2804458,9534
SE,Nossa Senhora da Glória,2804508,43686
SE,Nossa Senhora das Dores,2804607,25569
PR,Nossa Senhora das Graças,4116406,3669
SE,Nossa Senhora de Lourdes,2804706,6409
PI,Nossa Senhora de Nazaré,2206753,5442
MT,Nossa Senhora do Livramento,5106109,11658
SE,Nossa Senhora do Socorro,2804805,204081
PI,Nossa Senhora dos Remédios,2206803,8751
SP,Nova Aliança,3532801,6885
PR,Nova Aliança do Ivaí,4116505,1322
RS,Nova Alvorada,4312757,3229
MS,Nova Alvorada do Sul,5006002,23409
GO,Nova América,5214705,2380
PR,Nova América da Colina,4116604,3286
MS,Nova Andradina,5006200,50848
RS,Nova Araçá,4312807,5098
GO,Nova Aurora,5214804,2132
PR,Nova Aurora,4116703,14331
MT,Nova Bandeirantes,5106158,14340
RS,Nova Bassano,4312906,9867
MG,Nova Belém,3144672,3126
RS,Nova Boa Vista,4312955,2089
MT,Nova Brasilândia,5106208,3791
RO,Nova Brasilândia D'Oeste,1100148,16374
RS,Nova Bréscia,4313003,3104
SP,Nova Campina,3532827,8630
BA,Nova Canaã,2922706,13970
MT,Nova Canaã do Norte,5106216,11734
SP,Nova Canaã Paulista,3532843,2055
RS,Nova Candelária,4313011,3138
PR,Nova Cantu,4116802,6739
SP,Nova Castilho,3532868,1072
MA,Nova Colinas,2107258,5148
GO,Nova Crixás,5214838,13153
RN,Nova Cruz,2408300,35523
MG,Nova Era,3144706,17813
SC,Nova Erechim,4211405,5490
PR,Nova Esperança,4116901,27142
PA,Nova Esperança do Piriá,1504950,21304
PR,Nova Esperança do Sudoeste,4116950,5783
RS,Nova Esperança do Sul,4313037,4976
SP,Nova Europa,3532900,9459
PR,Nova Fátima,4117008,7140
BA,Nova Fátima,2922730,8283
PB,Nova Floresta,2510105,9840
RJ,Nova Friburgo,3303401,203417
GO,Nova Glória,5214861,8356
SP,Nova Granada,3533007,19733
MT,Nova Guarita,5108808,4546
SP,Nova Guataporanga,3533106,2188
RS,Nova Hartz,4313060,20558
BA,Nova Ibiá,2922755,6696
RJ,Nova Iguaçu,3303500,843220
GO,Nova Iguaçu de Goiás,5214879,3084
SP,Nova Independência,3533205,4847
MA,Nova Iorque,2107308,4409
PA,Nova Ipixuna,1504976,14400
SC,Nova Itaberaba,4211454,4672
BA,Nova Itarana,2922805,8073
MT,Nova Lacerda,5106182,7072
PR,Nova Laranjeiras,4117057,12298
MG,Nova Lima,3144805,120959
PR,Nova Londrina,4117107,13074
SP,Nova Luzitânia,3533304,2817
RO,Nova Mamoré,1100338,28701
MT,Nova Marilândia,5108857,3731
MT,Nova Maringá,5108907,5705
MG,Nova Módica,3144904,3726
MT,Nova Monte Verde,5108956,8470
MT,Nova Mutum,5106224,63455
MT,Nova Nazaré,5106174,4575
SP,Nova Odessa,3533403,64596
PR,Nova Olímpia,4117206,5982
MT,Nova Olímpia,5106232,16204
TO,Nova Olinda,1714880,10600
PB,Nova Olinda,2510204,5897
CE,Nova Olinda,2309201,16045
MA,Nova Olinda do Maranhão,2107357,14379
AM,Nova Olinda do Norte,1303106,28123
RS,Nova Pádua,4313086,2389
RS,Nova Palma,4313102,5676
PB,Nova Palmeira,2510303,4359
RS,Nova Petrópolis,4313201,23934
MG,Nova Ponte,3145000,15220
MG,Nova Porteirinha,3145059,6746
RS,Nova Prata,4313300,26637
PR,Nova Prata do Iguaçu,4117255,13340
RS,Nova Ramada,4313334,2198
BA,Nova Redenção,2922854,7670
MG,Nova Resende,3145109,16919
GO,Nova Roma,5214903,3022
RS,Nova Roma do Sul,4313359,3545
TO,Nova Rosalândia,1715002,3382
CE,Nova Russas,2309300,32053
PR,Nova Santa Bárbara,4117214,4308
MT,Nova Santa Helena,5106190,4502
RS,Nova Santa Rita,4313375,30189
PI,Nova Santa Rita,2207959,4142
PR,Nova Santa Rosa,4117222,8581
MG,Nova Serrana,3145208,114791
BA,Nova Soure,2922904,24865
PR,Nova Tebas,4117271,6852
PA,Nova Timboteua,1505007,13175
SC,Nova Trento,4211504,14395
MT,Nova Ubiratã,5106240,9760
RO,Nova União,1101435,6541
MG,Nova União,3136603,6107
ES,Nova Venécia,3203908,52324
GO,Nova Veneza,5215009,9883
SC,Nova Veneza,4211603,14004
BA,Nova Viçosa,2923001,41629
MT,Nova Xavantina,5106257,25915
SP,Novais,3533254,4463
TO,Novo Acordo,1715101,4118
AM,Novo Airão,1303205,16562
TO,Novo Alegre,1715150,1817
AM,Novo Aripuanã,1303304,25325
RS,Novo Barreiro,4313490,4375
GO,Novo Brasil,5215207,3567
RS,Novo Cabrais,4313391,3633
MG,Novo Cruzeiro,3145307,27268
GO,Novo Gama,5215231,107663
RS,Novo Hamburgo,4313409,235802
SC,Novo Horizonte,4211652,2661
SP,Novo Horizonte,3533502,39494
BA,Novo Horizonte,2923035,11586
MT,Novo Horizonte do Norte,5106273,3267
RO,Novo Horizonte do Oeste,1100502,7972
MS,Novo Horizonte do Sul,5006259,4801
PR,Novo Itacolomi,4117297,3227
TO,Novo Jardim,1715259,2251
AL,Novo Lino,2705606,10285
RS,Novo Machado,4313425,3239
MT,Novo Mundo,5106265,6368
CE,Novo Oriente,2309409,29097
MG,Novo Oriente de Minas,3145356,10503
PI,Novo Oriente do Piauí,2206902,6158
GO,Novo Planalto,5215256,3703
PA,Novo Progresso,1505031,37054
PA,Novo Repartimento,1505064,63796
PI,Novo Santo Antônio,2206951,2888
MT,Novo Santo Antônio,5106315,2041
MT,Novo São Joaquim,5106281,7239
RS,Novo Tiradentes,4313441,2187
BA,Novo Triunfo,2923050,11060
RS,Novo Xingu,4313466,1677
MG,Novorizonte,3145372,4612
SP,Nuporanga,3533601,7570
PA,Óbidos,1505106,55527
CE,Ocara,2309458,25272
SP,Ocauçu,3533700,4418
PI,Oeiras,2207009,39687
PA,Oeiras do Pará,1505205,36734
AP,Oiapoque,1600501,30786
MG,Olaria,3145406,1986
SP,Óleo,3533809,2535
PB,Olho d'Água,2510402,6059
MA,Olho d'Água das Cunhãs,2107407,18288
AL,Olho d'Água das Flores,2705705,21135
RN,Olho d'Água do Borges,2408409,3736
AL,Olho d'Água do Casado,2705804,8522
PI,Olho D'Água do Piauí,2207108,2730
AL,Olho d'Água Grande,2705903,4381
MG,Olhos-d'Água,3145455,5530
SP,Olímpia,3533908,56874
MG,Olímpio Noronha,3145505,2618
PE,Olinda,2609600,364717
MA,Olinda Nova do Maranhão,2107456,13921
BA,Olindina,2923100,22956
PB,Olivedos,2510501,3675
MG,Oliveira,3145604,40576
TO,Oliveira de Fátima,1715507,1220
BA,Oliveira dos Brejinhos,2923209,21323
MG,Oliveira Fortes,3145703,2058
AL,Olivença,2706000,11047
MG,Onça de Pitangui,3145802,3024
SP,Onda Verde,3534005,4942
MG,Oratórios,3145851,5102
SP,Oriente,3534104,6180
SP,Orindiúva,3534203,6157
PA,Oriximiná,1505304,72889
MG,Orizânia,3145877,8828
GO,Orizona,5215306,17035
SP,Orlândia,3534302,39144
SC,Orleans,4211702,24686
PE,Orobó,2609709,22412
PE,Orocó,2609808,14129
CE,Orós,2309508,19943
PR,Ortigueira,4117305,24706
SP,Osasco,3534401,759524
SP,Oscar Bressane,3534500,2502
RS,Osório,4313508,48999
SP,Osvaldo Cruz,3534609,32112
SC,Otacílio Costa,4211751,17873
PA,Ourém,1505403,18783
BA,Ouriçangas,2923308,7925
PE,Ouricuri,2609907,68489
PA,Ourilândia do Norte,1505437,35252
SP,Ourinhos,3534708,106911
PR,Ourizona,4117404,3193
SC,Ouro,4211801,7062
MG,Ouro Branco,3145901,40638
RN,Ouro Branco,2408508,5084
AL,Ouro Branco,2706109,11706
MG,Ouro Fino,3146008,33285
MG,Ouro Preto,3146107,77914
RO,Ouro Preto do Oeste,1100155,38684
PB,Ouro Velho,2510600,3000
SP,Ouro Verde,3534807,7900
SC,Ouro Verde,4211850,2195
GO,Ouro Verde de Goiás,5215405,4109
MG,Ouro Verde de Minas,3146206,5847
PR,Ouro Verde do Oeste,4117453,7102
SP,Ouroeste,3534757,10660
BA,Ourolândia,2923357,20141
GO,Ouvidor,5215504,7665
SP,Pacaembu,3534906,15273
PA,Pacajá,1505486,43741
CE,Pacajus,2309607,75454
RR,Pacaraima,1400456,23112
CE,Pacatuba,2309706,86564
SE,Pacatuba,2804904,12690
MA,Paço do Lumiar,2107506,153158
CE,Pacoti,2309805,11421
CE,Pacujá,2309904,6348
GO,Padre Bernardo,5215603,37207
MG,Padre Carvalho,3146255,5045
PI,Padre Marcos,2207207,6468
MG,Padre Paraíso,3146305,17463
PI,Paes Landim,2207306,4176
MG,Pai Pedro,3146552,5616
SC,Paial,4211876,2007
PR,Paiçandu,4117503,48695
RS,Paim Filho,4313607,3685
MG,Paineiras,3146404,4253
SC,Painel,4211892,2216
MG,Pains,3146503,8353
MG,Paiva,3146602,1495
PI,Pajeú do Piauí,2207355,3032
AL,Palestina,2706208,4408
SP,Palestina,3535002,11704
GO,Palestina de Goiás,5215652,3113
PA,Palestina do Pará,1505494,7063
CE,Palhano,2310001,9709
SC,Palhoça,4211900,253469
MG,Palma,3146701,5699
SC,Palma Sola,4212007,7696
CE,Palmácia,2310100,10252
PE,Palmares,2610004,56475
RS,Palmares do Sul,4313656,13189
SP,Palmares Paulista,3535101,9666
PR,Palmas,4117602,50238
TO,Palmas,1721000,328499
BA,Palmas de Monte Alto,2923407,20666
PR,Palmeira,4117701,34948
SC,Palmeira,4212056,2658
RS,Palmeira das Missões,4313706,34227
PI,Palmeira do Piauí,2207405,5047
SP,Palmeira d'Oeste,3535200,8971
AL,Palmeira dos Índios,2706307,73621
PI,Palmeirais,2207504,13458
MA,Palmeirândia,2107605,21657
TO,Palmeirante,1715705,4905
BA,Palmeiras,2923506,10894
GO,Palmeiras de Goiás,5215702,34375
TO,Palmeiras do Tocantins,1713809,4850
PE,Palmeirina,2610103,7104
TO,Palmeirópolis,1715754,7104
GO,Palmelo,5215801,2266
GO,Palminópolis,5215900,3959
PR,Palmital,4117800,12879
SP,Palmital,3535309,19714
RS,Palmitinho,4313805,8042
SC,Palmitos,4212106,15781
MG,Palmópolis,3146750,6342
PR,Palotina,4117909,37039
GO,Panamá,5216007,2432
RS,Panambi,4313904,45102
ES,Pancas,3204005,19120
PE,Panelas,2610202,23337
SP,Panorama,3535408,15227
RS,Pantano Grande,4313953,10443
AL,Pão de Açúcar,2706406,24291
MG,Papagaios,3146909,14202
SC,Papanduva,4212205,19769
PI,Paquetá,2207553,3873
MG,Pará de Minas,3147105,102844
RJ,Paracambi,3303609,43627
MG,Paracatu,3147006,99005
CE,Paracuru,2310209,41894
PA,Paragominas,1505502,113498
MG,Paraguaçu,3147204,22452
SP,Paraguaçu Paulista,3535507,42049
RS,Paraí,4314001,7362
RJ,Paraíba do Sul,3303708,44479
MA,Paraibano,2107704,18589
SP,Paraibuna,3535606,17959
CE,Paraipaba,2310258,34086
SP,Paraíso,3535705,6218
SC,Paraíso,4212239,4394
MS,Paraíso das Águas,5006275,5842
PR,Paraíso do Norte,4118006,13728
RS,Paraíso do Sul,4314027,6627
TO,Paraíso do Tocantins,1716109,55704
MG,Paraisópolis,3147303,21076
CE,Parambu,2310308,32867
BA,Paramirim,2923605,21025
CE,Paramoti,2310407,10462
RN,Paraná,2408607,4048
TO,Paranã,1716208,10877
PR,Paranacity,4118105,9549
PR,Paranaguá,4118204,150104
MS,Paranaíba,5006309,42638
GO,Paranaiguara,5216304,7356
MT,Paranaíta,5106299,12079
SP,Paranapanema,3535804,19853
PR,Paranapoema,4118303,2352
SP,Paranapuã,3535903,4118
PE,Paranatama,2610301,12778
MT,Paranatinga,5106307,28870
PR,Paranavaí,4118402,96209
MS,Paranhos,5006358,13368
MG,Paraopeba,3147402,24899
SP,Parapuã,3536000,10720
PB,Parari,2510659,1745
BA,Paratinga,2923704,30680
RJ,Paraty,3303807,47668
RN,Paraú,2408706,3650
PA,Parauapebas,1505536,305771
GO,Paraúna,5216403,10727
RN,Parazinho,2408805,4945
SP,Pardinho,3536109,7435
RS,Pareci Novo,4314035,4441
RO,Parecis,1101450,4372
RN,Parelhas,2408904,22242
AL,Pariconha,2706422,10807
AM,Parintins,1303403,101855
BA,Paripiranga,2923803,27860
AL,Paripueira,2706448,14199
SP,Pariquera-Açu,3536208,19603
SP,Parisi,3536257,3030
PI,Parnaguá,2207603,10282
PI,Parnaíba,2207702,170491
RN,Parnamirim,2403251,271713
PE,Parnamirim,2610400,18960
MA,Parnarama,2107803,32232
RS,Parobé,4314050,53569
RN,Passa e Fica,2409100,11407
MG,Passa Quatro,3147600,15847
RS,Passa Sete,4314068,4024
MG,Passa Tempo,3147709,8716
MG,Passa Vinte,3147808,2311
MG,Passabém,3147501,1609
RN,Passagem,2409209,3233
PB,Passagem,2510709,2580
MA,Passagem Franca,2107902,17591
PI,Passagem Franca do Piauí,2207751,4222
PE,Passira,2610509,29744
AL,Passo de Camaragibe,2706505,14070
SC,Passo de Torres,4212254,14859
RS,Passo do Sobrado,4314076,6155
RS,Passo Fundo,4314100,214811
MG,Passos,3147907,116951
SC,Passos Maia,4212270,3997
MA,Pastos Bons,2108009,19266
MG,Patis,3147956,4825
PR,Pato Bragado,4118451,6004
PR,Pato Branco,4118501,97821
PB,Patos,2510808,108104
MG,Patos de Minas,3148004,169173
PI,Patos do Piauí,2207777,5427
MG,Patrocínio,3148103,94357
MG,Patrocínio do Muriaé,3148202,5754
SP,Patrocínio Paulista,3536307,14888
RN,Patu,2409308,11215
RJ,Paty do Alferes,3303856,31370
BA,Pau Brasil,2923902,9537
PA,Pau D'Arco,1505551,7354
TO,Pau D'Arco,1716307,4057
PI,Pau D'Arco do Piauí,2207793,3979
RN,Pau dos Ferros,2409407,32123
PE,Paudalho,2610608,59924
AM,Pauini,1303502,20229
MG,Paula Cândido,3148301,8757
PR,Paula Freitas,4118600,5706
SP,Paulicéia,3536406,8255
SP,Paulínia,3536505,116674
MA,Paulino Neves,2108058,17578
PB,Paulista,2510907,12172
PE,Paulista,2610707,365144
PI,Paulistana,2207801,21633
SP,Paulistânia,3536570,2156
MG,Paulistas,3148400,4402
BA,Paulo Afonso,2924009,119418
RS,Paulo Bento,4314134,2188
SP,Paulo de Faria,3536604,7390
PR,Paulo Frontin,4118709,6414
AL,Paulo Jacinto,2706604,6691
SC,Paulo Lopes,4212304,9879
MA,Paulo Ramos,2108108,20798
MG,Pavão,3148509,8143
RS,Paverama,4314159,8146
PI,Pavussu,2207850,3697
BA,Pé de Serra,2924058,13677
PR,Peabiru,4118808,13494
MG,Peçanha,3148608,17863
SP,Pederneiras,3536703,46337
PE,Pedra,2610806,23671
MG,Pedra Azul,3148707,25045
SP,Pedra Bela,3536802,6745
MG,Pedra Bonita,3148756,7599
CE,Pedra Branca,2310506,42227
PB,Pedra Branca,2511004,3851
AP,Pedra Branca do Amapari,1600154,13888
MG,Pedra do Anta,3148806,3366
MG,Pedra do Indaiá,3148905,4247
MG,Pedra Dourada,3149002,2916
RN,Pedra Grande,2409506,3736
PB,Pedra Lavrada,2511103,6980
SE,Pedra Mole,2805000,2811
RN,Pedra Preta,2409605,2495
MT,Pedra Preta,5106372,18946
MG,Pedralva,3149101,10891
SP,Pedranópolis,3536901,2856
BA,Pedrão,2924108,6403
RS,Pedras Altas,4314175,2099
PB,Pedras de Fogo,2511202,31356
MG,Pedras de Maria da Cruz,3149150,10601
SC,Pedras Grandes,4212403,4355
SP,Pedregulho,3537008,15737
SP,Pedreira,3537107,44385
MA,Pedreiras,2108207,38252
SE,Pedrinhas,2805109,7355
SP,Pedrinhas Paulista,3537156,2833
MG,Pedrinópolis,3149200,3398
TO,Pedro Afonso,1716505,14895
BA,Pedro Alexandre,2924207,14226
RN,Pedro Avelino,2409704,6312
ES,Pedro Canário,3204054,21923
SP,Pedro de Toledo,3537206,11617
MA,Pedro do Rosário,2108256,24955
MS,Pedro Gomes,5006408,6910
PI,Pedro II,2207900,39072
PI,Pedro Laurentino,2207934,2517
MG,Pedro Leopoldo,3149309,65174
RS,Pedro Osório,4314209,7631
PB,Pedro Régis,2512721,5932
MG,Pedro Teixeira,3149408,1857
RN,Pedro Velho,2409803,14197
TO,Peixe,1716604,9384
PA,Peixe-Boi,1505601,8686
MT,Peixoto de Azevedo,5106422,33754
RS,Pejuçara,4314308,3817
RS,Pelotas,4314407,336150
CE,Penaforte,2310605,9357
MA,Penalva,2108306,33496
SP,Penápolis,3537305,63426
RN,Pendências,2409902,12499
AL,Penedo,2706703,60185
SC,Penha,4212502,36995
CE,Pentecoste,2310704,39903
MG,Pequeri,3149507,3461
MG,Pequi,3149606,4265
TO,Pequizeiro,1716653,5035
MG,Perdigão,3149705,13118
MG,Perdizes,3149804,17992
MG,Perdões,3149903,22075
SP,Pereira Barreto,3537404,24360
SP,Pereiras,3537503,9013
CE,Pereiro,2310803,15858
MA,Peri Mirim,2108405,11229
MG,Periquito,3149952,6624
SC,Peritiba,4212601,3040
MA,Peritoró,2108454,20903
PR,Perobal,4118857,7599
PR,Pérola,4118907,12389
PR,Pérola d'Oeste,4119004,6218
GO,Perolândia,5216452,2999
SP,Peruíbe,3537602,70629
MG,Pescador,3150000,3559
SC,Pescaria Brava,4212650,10615
PE,Pesqueira,2610905,65481
PE,Petrolândia,2611002,36104
SC,Petrolândia,4212700,6996
PE,Petrolina,2611101,418444
GO,Petrolina de Goiás,5216809,9519
RJ,Petrópolis,3303906,294926
AL,Piaçabuçu,2706802,16192
SP,Piacatu,3537701,5631
PB,Piancó,2511301,17088
BA,Piatã,2924306,20938
MG,Piau,3150109,2854
RS,Picada Café,4314423,5473
PA,Piçarra,1505635,13366
PI,Picos,2208007,86701
PB,Picuí,2511400,18862
SP,Piedade,3537800,54266
MG,Piedade de Caratinga,3150158,8966
MG,Piedade de Ponte Nova,3150208,4054
MG,Piedade do Rio Grande,3150307,4694
MG,Piedade dos Gerais,3150406,5199
PR,Piên,4119103,14409
BA,Pilão Arcado,2924405,37388
AL,Pilar,2706901,36525
PB,Pilar,2511509,12889
GO,Pilar de Goiás,5216908,2254
SP,Pilar do Sul,3537909,28459
PB,Pilões,2511608,6974
RN,Pilões,2410009,2992
PB,Pilõezinhos,2511707,5539
MG,Pimenta,3150505,8817
RO,Pimenta Bueno,1100189,39220
PI,Pimenteiras,2208106,11487
RO,Pimenteiras do Oeste,1101468,2309
BA,Pindaí,2924504,15125
SP,Pindamonhangaba,3538006,172681
MA,Pindaré-Mirim,2108504,32542
AL,Pindoba,2707008,2786
BA,Pindobaçu,2924603,19601
SP,Pindorama,3538105,14704
TO,Pindorama do Tocantins,1717008,4599
CE,Pindoretama,2310852,24919
MG,Pingo-d'Água,3150539,4864
PR,Pinhais,4119152,131255
RS,Pinhal,4314456,3039
RS,Pinhal da Serra,4314464,2300
PR,Pinhal de São Bento,4119251,2805
RS,Pinhal Grande,4314472,3861
PR,Pinhalão,4119202,6676
SC,Pinhalzinho,4212908,23897
SP,Pinhalzinho,3538204,15676
PR,Pinhão,4119301,30451
SE,Pinhão,2805208,5759
RJ,Pinheiral,3303955,25096
RS,Pinheirinho do Vale,4314498,4638
MA,Pinheiro,2108603,88091
RS,Pinheiro Machado,4314506,11395
SC,Pinheiro Preto,4213005,3631
ES,Pinheiros,3204104,24843
BA,Pintadas,2924652,10654
RS,Pinto Bandeira,4314548,2785
MG,Pintópolis,3150570,7228
PI,Pio IX,2208205,17948
MA,Pio XII,2108702,22374
SP,Piquerobi,3538303,3287
CE,Piquet Carneiro,2310902,17285
SP,Piquete,3538501,12516
SP,Piracaia,3538600,26795
GO,Piracanjuba,5217104,25373
MG,Piracema,3150604,6905
SP,Piracicaba,3538709,440835
PI,Piracuruca,2208304,29721
RJ,Piraí,3304003,29066
BA,Piraí do Norte,2924678,11481
PR,Piraí do Sul,4119400,23977
SP,Piraju,3538808,30294
MG,Pirajuba,3150703,5814
SP,Pirajuí,3538907,22734
SE,Pirambu,2805307,8021
MG,Piranga,3150802,17358
SP,Pirangi,3539004,11085
MG,Piranguçu,3150901,6320
MG,Piranguinho,3151008,9518
GO,Piranhas,5217203,11940
AL,Piranhas,2707107,23053
MA,Pirapemas,2108801,18132
MG,Pirapetinga,3151107,11454
RS,Pirapó,4314555,2255
MG,Pirapora,3151206,57713
SP,Pirapora do Bom Jesus,3539103,18925
SP,Pirapozinho,3539202,26097
PR,Piraquara,4119509,127433
TO,Piraquê,1717206,2229
SP,Pirassununga,3539301,75594
RS,Piratini,4314605,17770
SP,Piratininga,3539400,15657
SC,Piratuba,4213104,6144
MG,Piraúba,3151305,12006
GO,Pirenópolis,5217302,28028
GO,Pires do Rio,5217401,33736
CE,Pires Ferreira,2310951,10984
BA,Piripá,2924702,9143
PI,Piripiri,2208403,67887
BA,Piritiba,2924801,17697
PB,Pirpirituba,2511806,9411
PR,Pitanga,4119608,34527
PR,Pitangueiras,4119657,3141
SP,Pitangueiras,3539509,34361
MG,Pitangui,3151404,27834
PB,Pitimbu,2511905,17166
TO,Pium,1717503,7408
ES,Piúma,3204203,23912
MG,Piumhi,3151503,38007
PA,Placas,1505650,18510
AC,Plácido de Castro,1200385,17107
GO,Planaltina,5217609,112304
PR,Planaltina do Paraná,4119707,4125
BA,Planaltino,2924900,8239
BA,Planalto,2925006,24026
PR,Planalto,4119806,14722
SP,Planalto,3539608,4451
RS,Planalto,4314704,10624
SC,Planalto Alegre,4213153,3081
MT,Planalto da Serra,5106455,3328
MG,Planura,3151602,11533
SP,Platina,3539707,3055
SP,Poá,3539806,106355
PE,Poção,2611200,10792
MA,Poção de Pedras,2108900,17394
PB,Pocinhos,2512002,18038
RN,Poço Branco,2410108,12565
PB,Poço Dantas,2512036,3934
RS,Poço das Antas,4314753,2224
AL,Poço das Trincheiras,2707206,12965
PB,Poço de José de Moura,2512077,4126
MG,Poço Fundo,3151701,16824
SE,Poço Redondo,2805406,29238
SE,Poço Verde,2805505,22217
BA,Poções,2925105,50773
MT,Poconé,5106505,31203
MG,Poços de Caldas,3151800,172339
MG,Pocrane,3151909,8438
BA,Pojuca,2925204,33573
SP,Poloni,3539905,5702
PB,Pombal,2512101,33866
PE,Pombos,2611309,26942
SC,Pomerode,4213203,37003
SP,Pompéia,3540002,20520
MG,Pompéu,3152006,32441
SP,Pongaí,3540101,3440
PA,Ponta de Pedras,1505700,25736
PR,Ponta Grossa,4119905,375632
MS,Ponta Porã,5006606,98598
SP,Pontal,3540200,38286
MT,Pontal do Araguaia,5106653,7441
PR,Pontal do Paraná,4119954,33131
GO,Pontalina,5217708,18763
SP,Pontalinda,3540259,4198
RS,Pontão,4314779,3345
SC,Ponte Alta,4213302,4390
TO,Ponte Alta do Bom Jesus,1717800,4280
SC,Ponte Alta do Norte,4213351,3241
TO,Ponte Alta do Tocantins,1717909,7874
MT,Ponte Branca,5106703,2098
MG,Ponte Nova,3152105,59638
RS,Ponte Preta,4314787,1602
SC,Ponte Serrada,4213401,10732
MT,Pontes e Lacerda,5106752,55762
SP,Pontes Gestal,3540309,2411
ES,Ponto Belo,3204252,6671
MG,Ponto Chique,3152131,3797
MG,Ponto dos Volantes,3152170,11059
BA,Ponto Novo,2925253,18763
SP,Populina,3540408,4182
CE,Poranga,2311009,12441
SP,Porangaba,3540507,10850
GO,Porangatu,5218003,45512
RJ,Porciúncula,3304102,17832
PR,Porecatu,4120002,11271
RN,Portalegre,2410207,7859
RS,Portão,4314803,35273
GO,Porteirão,5218052,4276
CE,Porteiras,2311108,17877
MG,Porteirinha,3152204,38692
PA,Portel,1505809,67580
GO,Portelândia,5218102,3191
PI,Porto,2208502,12323
AC,Porto Acre,1200807,17523
RS,Porto Alegre,4314902,1388794
MT,Porto Alegre do Norte,5106778,12649
PI,Porto Alegre do Piauí,2208551,2382
TO,Porto Alegre do Tocantins,1718006,2960
PR,Porto Amazonas,4120101,4072
PR,Porto Barreiro,4120150,3057
SC,Porto Belo,4213500,31557
AL,Porto Calvo,2707305,24509
SE,Porto da Folha,2805604,27348
PA,Porto de Moz,1505908,44121
AL,Porto de Pedras,2707404,9517
RN,Porto do Mangue,2410256,5351
MT,Porto dos Gaúchos,5106802,5705
MT,Porto Esperidião,5106828,10088
MT,Porto Estrela,5106851,3141
SP,Porto Feliz,3540606,58605
SP,Porto Ferreira,3540705,53966
MG,Porto Firme,3152303,10840
MA,Porto Franco,2109007,24571
AP,Porto Grande,1600535,19048
RS,Porto Lucena,4315008,4414
RS,Porto Mauá,4315057,2173
MS,Porto Murtinho,5006903,12721
TO,Porto Nacional,1718204,69551
RJ,Porto Real,3304110,21089
AL,Porto Real do Colégio,2707503,20273
PR,Porto Rico,4120200,3370
MA,Porto Rico do Maranhão,2109056,6092
BA,Porto Seguro,2925303,182630
SC,Porto União,4213609,33694
RO,Porto Velho,1100205,517709
RS,Porto Vera Cruz,4315073,1582
PR,Porto Vitória,4120309,3515
AC,Porto Walter,1200393,11333
